id,candidate_length,in_candidates,response,answer
703,10,True,notInKB,notInKB
704,10,True,Midwestern United States,Midwestern United States
705,10,True,notInKB,notInKB
706,9,True,Pacific Northwest,Pacific Northwest
707,1,True,Mid-Atlantic states,Mid-Atlantic states
708,6,True,Temperature,Temperature
709,1,True,"Cotulla, Texas","Cotulla, Texas"
710,10,True,notInKB,notInKB
711,10,True,"Grand Marais, Minnesota","Grand Marais, Minnesota"
712,5,True,Nicaragua,Nicaragua
713,10,True,BadLLM: Nicaraguan Civil War,Civil war
714,9,True,notInKB,notInKB
715,5,False,notInKB,notInKB
716,1,True,Shortwave radio,Shortwave radio
717,5,True,notInKB,notInKB
718,10,True,Contras,Contras
719,5,True,Volcano,Types of volcanic eruptions
720,5,True,Pope John Paul II,Pope John Paul II
721,1,True,Hurricane Mitch,Hurricane Mitch
722,8,True,Mexico,Mexico
723,9,True,Central America,Central America
724,1,True,National Autonomous University of Nicaragua,National Autonomous University of Nicaragua
725,9,True,Diabetes mellitus,Diabetes mellitus
726,9,True,Gastrointestinal cancer,Cancer
