id,candidate_length,in_candidates,response,answer
639,10,True,Morgan Stanley,Morgan Stanley
640,9,False,notInC,Morgan Stanley
641,9,True,Moody's Investors Service,Moody's Investors Service
642,9,True,Standard & Poor's,Standard & Poor's
643,10,True,Paul Reuter,Reuter
644,8,True,Ohio,Ohio
645,7,False,notInKB,notInKB
646,10,True,"Columbus, Ohio","Columbus, Ohio"
647,8,True,Ohio,Ohio
648,10,True,United States District Court for the Northern District of Ohio,United States District Court for the Southern District of Ohio
649,10,True,Paul Reuter,Reuter
