id,candidate_length,in_candidates,response,answer
1838,1,True,"Tippah County, Mississippi","Tippah County, Mississippi"
1839,5,True,"Tishomingo County, Mississippi","Tishomingo County, Mississippi"
1840,7,False,notInC,"Wayne County, Mississippi"
1841,9,False,notInC,"Webster County, Mississippi"
1842,9,True,"Winston County, Mississippi","Winston County, Mississippi"
1843,2,True,Dorothea Dix,Dorothea Dix
1844,9,True,"Meridian, Mississippi","Meridian, Mississippi"
1845,1,True,Mississippi State Hospital,Mississippi State Hospital
1846,8,True,South Australian House of Assembly,South Australian House of Assembly
1847,10,True,notInKB,notInKB
1848,9,True,South Australia,South Australia
1849,9,True,Electoral district of Adelaide,Adelaide
1850,9,True,"Fulham, South Australia","Fulham, South Australia"
1851,1,True,"Fulham Gardens, South Australia","Fulham Gardens, South Australia"
1852,8,True,"Grange, South Australia","Grange, South Australia"
1853,4,True,"Henley Beach, South Australia","Henley Beach, South Australia"
1854,2,True,"Henley Beach South, South Australia","Henley Beach South, South Australia"
1855,1,True,"Kidman Park, South Australia","Kidman Park, South Australia"
1856,4,True,"Findon, South Australia","Findon, South Australia"
1857,1,True,"Lockleys, South Australia","Lockleys, South Australia"
1858,7,True,"Seaton, South Australia","Seaton, South Australia"
1859,4,True,Australian Labor Party,Australian Labor Party
1860,2,True,notInKB,notInKB
1861,9,True,Liberal Party (UK),Liberal Party of Australia
1862,1,True,Steve Condous,Steve Condous
1863,1,True,Paul Caica,Paul Caica
1864,9,True,Division of Adelaide,Adelaide
1865,9,True,Electoral district of Adelaide,Electoral district of Adelaide
1866,8,True,Western Australian Legislative Assembly,Western Australian Legislative Assembly
1867,6,True,Electoral districts of Western Australia,Electoral districts of Western Australia
1868,6,True,States and territories of Australia,States and territories of Australia
1869,6,True,Western Australia,Western Australia
1870,2,True,"Mount Hawthorn, Western Australia","Mount Hawthorn, Western Australia"
1871,7,True,Australian Labor Party,Australian Labor Party
1872,4,True,Electoral district of Leederville,Electoral district of Leederville
1873,1,True,notInKB,notInKB
1874,6,True,notInKB,notInKB
1875,9,True,Liberal Party (UK),Liberal Party of Australia
1876,10,True,notInKB,notInKB
1877,1,True,Electoral district of Wembley Beaches,Electoral district of Wembley Beaches
1878,10,False,notInKB,notInKB
1879,3,True,Electoral district of Pilbara,Electoral district of Pilbara
1880,2,True,Electoral district of Roebourne,Electoral district of Roebourne
1881,10,True,notInKB,notInKB
1882,9,True,"Subiaco, Western Australia",Electoral district of Subiaco
1883,2,True,Electoral district of Balcatta,Electoral district of Balcatta
1884,10,True,City of Perth,Electoral district of Perth
1885,8,True,Legislative Assembly of New Brunswick,New South Wales Legislative Assembly
1886,10,True,notInKB,notInKB
1887,10,True,New South Wales,New South Wales
1888,7,False,notInC,John Williams (New South Wales state politician)
1889,1,True,National Party of Australia,National Party of Australia
1890,1,True,Urana Shire,Urana Shire
1891,1,True,Jerilderie Shire,Jerilderie Shire
1892,1,True,Berrigan Shire,Berrigan Shire
1893,1,True,Murray Shire,Murray Shire
1894,1,True,Deniliquin Council,Deniliquin Council
1895,1,True,Conargo Shire,Conargo Shire
1896,1,True,Wakool Shire,Wakool Shire
1897,1,True,Hay Shire,Hay Shire
1898,1,True,Balranald Shire,Balranald Shire
1899,1,True,Wentworth Shire,Wentworth Shire
1900,1,True,Carrathool Shire,Carrathool Shire
1901,1,True,Central Darling Shire,Central Darling Shire
1902,1,True,City of Broken Hill,City of Broken Hill
1903,10,True,notInKB,notInKB
1904,8,True,Electoral district of Albury,Electoral district of Albury
1905,7,True,Corowa,Electoral district of Corowa
1906,9,True,Electoral district of Wagga Wagga,Electoral district of Wagga Wagga
1907,8,True,notInKB,notInKB
1908,7,True,City of Broken Hill,Electoral district of Broken Hill
1909,8,True,Western Australian Legislative Assembly,Western Australian Legislative Assembly
1910,6,True,Electoral districts of Western Australia,Electoral districts of Western Australia
1911,6,True,States and territories of Australia,States and territories of Australia
1912,6,True,Western Australia,Western Australia
1913,10,True,"Wembley, Western Australia","Wembley, Western Australia"
1914,10,True,notInKB,notInKB
1915,4,True,Electoral district of Leederville,Electoral district of Leederville
1916,6,True,Military history of Australia during World War II,World War II
1917,1,True,"Floreat, Western Australia","Floreat, Western Australia"
1918,4,True,"Jolimont, Western Australia","Jolimont, Western Australia"
1919,10,True,"Wembley, Western Australia","Wembley, Western Australia"
1920,2,True,"Doubleview, Western Australia","Doubleview, Western Australia"
1921,1,True,"Gwelup, Western Australia","Gwelup, Western Australia"
1922,3,True,"Innaloo, Western Australia","Innaloo, Western Australia"
1923,8,True,North Beach (Durban),"North Beach, Western Australia"
1924,9,True,"Scarborough, Western Australia","Scarborough, Western Australia"
1925,9,True,"Trigg, Western Australia","Trigg, Western Australia"
1926,1,True,"Watermans Bay, Western Australia","Watermans Bay, Western Australia"
1927,9,True,Liberal Party (UK),Liberal Party of Australia
1928,7,True,Australian Labor Party,Australian Labor Party
1929,10,True,notInKB,notInKB
1930,10,False,notInC,Electoral district of Wembley
1931,3,True,Electoral district of Karrinyup,Electoral district of Karrinyup
1932,1,True,Tasmanian Legislative Council,Tasmanian Legislative Council
1933,9,False,notInC,Tasmanian Legislative Council
1934,9,True,Electoral division of Murchison,Electoral division of Murchison
1935,2,True,Pipers River,"Pipers River, Tasmania"
1936,8,True,"Scottsdale, Tasmania","Scottsdale, Tasmania"
1937,5,True,"Evandale, Tasmania","Evandale, Tasmania"
1938,10,False,notInC,"Swansea, Tasmania"
1939,10,False,notInC,"Derby, Tasmania"
1940,8,True,"Lilydale, Tasmania","Lilydale, Tasmania"
1941,7,True,"Bridport, Tasmania","Bridport, Tasmania"
1942,2,True,"Campbell Town, Tasmania","Campbell Town, Tasmania"
1943,6,True,"St Helens, Tasmania","St Helens, Tasmania"
1944,2,True,Branxholm,"Branxholm, Tasmania"
1945,9,False,notInC,"Avoca, Tasmania"
1946,10,True,"Fingal, Tasmania","Fingal, Tasmania"
1947,3,True,"Bicheno, Tasmania","Bicheno, Tasmania"
1948,10,False,notInC,"Bagdad, Tasmania"
1949,9,True,"Bellingham, Tasmania","Bellingham, Tasmania"
1950,7,False,notInC,"Tomahawk, Tasmania"
1951,8,False,notInC,"Ross, Tasmania"
1952,7,True,"St Marys, Tasmania","St Marys, Tasmania"
1953,1,True,notInKB,notInKB
1954,1,True,notInKB,notInKB
1955,6,True,Business analytics,Analytics
1956,10,True,notInKB,notInKB
1957,1,True,Stanley Steemer,Stanley Steemer
1958,1,True,Godiva Chocolatier,Godiva Chocolatier
1959,2,True,Leo Burnett Worldwide,Leo Burnett
1960,9,True,Miami University,Miami University
1961,1,True,"Oxford, Ohio","Oxford, Ohio"
1962,4,True,Electricity generation,Electricity generation
1963,6,True,Sudan,Sudan
1964,2,True,notInKB,notInKB
1965,10,False,notInKB,notInKB
1966,10,False,notInKB,notInKB
1967,10,False,notInKB,notInKB
1968,10,False,notInKB,notInKB
1969,10,False,notInKB,notInKB
1970,10,False,notInKB,notInKB
1971,10,False,notInKB,notInKB
1972,10,False,notInKB,notInKB
1973,10,False,notInKB,notInKB
1974,3,True,notInKB,notInKB
1975,7,True,World Bank,World Bank
1976,5,True,Population growth,Population growth
1977,10,False,notInKB,notInKB
1978,10,False,notInKB,notInKB
1979,2,True,Transparency International,Transparency International
1980,6,False,notInC,National oil company
1981,4,True,Petronas,Petronas
1982,3,True,Districts of Ethiopia,Districts of Ethiopia
1983,1,True,Tigray Region,Tigray Region
1984,9,True,Ethiopia,Ethiopia
1985,1,True,notInKB,notInKB
1986,1,True,Werie Lehe,Werie Lehe
1987,5,True,Battle of Adwa,Adwa (woreda)
1988,1,True,Mereb Lehe,Mereb Lehe
1989,6,True,Eritrea,Eritrea
1990,1,True,notInKB,notInKB
1991,1,True,Enticho,Enticho
1992,1,True,Debre Damo,Debre Damo
1993,1,True,Battle of Baçente,Battle of Baçente
1994,1,True,Cristóvão da Gama,Cristóvão da Gama
1995,1,True,notInKB,notInKB
1996,10,False,notInKB,notInKB
1997,3,True,notInKB,notInKB
1998,5,True,notInKB,notInKB
1999,1,True,Tigrinya language,Tigrinya language
2000,4,True,notInKB,notInKB
2001,10,False,notInKB,notInKB
2002,5,False,notInC,Education in Ethiopia
2003,2,True,notInKB,notInKB
2004,10,True,notInKB,notInKB
2005,5,True,Order of the Bath,Order of the Bath
2006,8,True,Order of the British Empire,Order of the British Empire
2007,1,True,Evelyn Wood (British Army officer),Evelyn Wood (British Army officer)
2008,1,True,Hew Dalrymple Fanshawe,Hew Dalrymple Fanshawe
2009,9,True,French Third Republic,France
2010,10,True,notInKB,notInKB
2011,10,True,notInKB,notInKB
2012,7,True,Russian Empire,Russia
2013,6,True,Syria,Syria
2014,4,True,World War I,World War I
2015,1,True,Aide-de-camp,Aide-de-camp
2016,2,True,notInKB,notInKB
2017,3,True,Royal Flying Corps,Royal Flying Corps
2018,3,True,Adjutant,Adjutant
2019,1,True,notInKB,notInKB
2020,2,True,Royal Armoured Corps,Royal Armoured Corps
2021,1,True,United Nations Relief and Rehabilitation Administration,United Nations Relief and Rehabilitation Administration
2022,1,True,notInKB,notInKB
2023,7,True,Greater Manchester,Greater Manchester
2024,4,True,Manchester Metrolink,Manchester Metrolink
2025,1,True,Salford Quays,Salford Quays
2026,2,True,North West England,North West England
2027,10,True,Eccles Interchange,Eccles Interchange
2028,2,True,notInKB,notInKB
2029,2,True,Manchester Piccadilly station,Manchester Piccadilly station
2030,2,True,notInKB,notInKB
2031,3,True,Arriva North West,Arriva North West
2032,9,True,"Pendleton, Greater Manchester","Pendleton, Greater Manchester"
2033,7,True,"Swinton, Greater Manchester","Swinton, Greater Manchester"
2034,1,True,Shudehill Interchange,Shudehill Interchange
2035,10,True,Eccles Interchange,"Eccles, Greater Manchester"
2036,7,True,Altrincham,Altrincham
2037,1,True,Trafford Centre,Trafford Centre
2038,8,True,"Flixton, Greater Manchester","Flixton, Greater Manchester"
2039,4,True,Urmston,Urmston
2040,6,True,Stretford,Stretford
2041,9,True,Sale railway station,"Sale, Greater Manchester"
2042,1,True,First Greater Manchester,First Greater Manchester
2043,7,True,"Swinton, Greater Manchester","Swinton, Greater Manchester"
2044,7,True,notInKB,notInKB
2045,2,True,Polysaccharide,Polysaccharide
2046,3,True,Aqueous solution,Water
2047,10,True,notInKB,notInKB
2048,1,True,Epichlorohydrin,Epichlorohydrin
2049,10,True,notInKB,notInKB
2050,6,True,Medical laboratory,Laboratory
2051,5,True,White blood cell,Blood
2052,2,True,Centrifuge,Centrifuge
2053,1,True,notInKB,notInKB
2054,1,True,notInKB,notInKB
2055,1,True,notInKB,notInKB
2056,3,True,High-density polyethylene,Polyethylene
2057,1,True,notInKB,notInKB
2058,10,False,notInKB,notInKB
2059,10,False,notInKB,notInKB
2060,10,True,Rome,Ancient Rome
2061,8,True,Josephus,Josephus
2062,3,True,notInKB,notInKB
2063,7,True,Crete,Crete
2064,3,True,Hyrcanus II,Flavius Hyrcanus
2065,1,True,Flavius Simonides Agrippa,Flavius Simonides Agrippa
2066,10,False,notInKB,notInKB
2067,10,False,notInKB,notInKB
2068,1,True,Jehoiarib,Jehoiarib
2069,4,True,notInKB,notInKB
2070,1,True,Alexander Jannaeus,Alexander Jannaeus
2071,9,True,notInKB,notInKB
2072,3,True,notInKB,notInKB
2073,2,True,Latin,Latin
2074,1,True,Catacombs of Rome,Catacombs of Rome
2075,1,True,Flavian dynasty,Flavian dynasty
2076,1,True,notInKB,notInKB
2077,10,True,Roman Empire,Roman Empire
2078,2,True,Florida Gulf Coast Eagles,Florida Gulf Coast University
2079,3,True,"Fort Myers, Florida","Fort Myers, Florida"
2080,3,True,notInKB,notInKB
2081,1,True,Dave Balza,Dave Balza
2082,1,True,notInKB,notInKB
2083,10,True,notInKB,notInKB
2084,10,True,notInKB,notInKB
2085,8,False,notInC,Mercer Bears
2086,10,True,Georgetown University,Georgetown Hoyas
2087,8,False,notInC,San Diego State Aztecs men's basketball
2088,10,True,notInKB,notInKB
2089,10,False,notInKB,notInKB
2090,8,False,notInC,Georgia Bulldogs basketball
2091,10,False,notInKB,notInKB
2092,10,False,notInKB,notInKB
2093,1,True,Andy Enfield,Andy Enfield
2094,10,False,notInC,USC Trojans men's basketball
2095,2,True,Joe Dooley (basketball),Joe Dooley
2096,9,False,notInC,Kansas Jayhawks men's basketball
2097,9,True,United States,United States
2098,8,True,Photographer,Photographer
2099,5,True,Author,Author
2100,1,True,Frank G. Carpenter,Frank G. Carpenter
2101,5,True,"Washington, D.C.","Washington, D.C."
2102,1,True,Frank G. Carpenter,Frank G. Carpenter
2103,1,True,"Embassy of the United States, Paris","Embassy of the United States, Paris"
2104,1,True,United States Foreign Service,United States Foreign Service
2105,9,True,Canada,Canada
2106,7,True,Africa,Africa
2107,10,True,Empire of Japan,Japan
2108,7,True,South Korea,Korea
2109,2,True,Royal Geographical Society,Royal Geographical Society
2110,1,True,Sulgrave Club,Sulgrave Club
2111,1,True,Cosmos Club,Cosmos Club
2112,3,True,notInKB,notInKB
2113,7,True,"Oak Hill Cemetery (Washington, D.C.)","Oak Hill Cemetery (Washington, D.C.)"
2114,7,True,notInKB,notInKB
2115,3,True,Negative (photography),Negative (photography)
2116,9,True,United States,United States
2117,10,True,notInKB,notInKB
2118,1,True,Oregon Supreme Court,Oregon Supreme Court
2119,8,True,Oregon,Oregon
2120,5,True,Maine,Maine
2121,1,True,Oregon State Senate,Oregon State Senate
2122,1,True,"Ellsworth, Maine","Ellsworth, Maine"
2123,5,True,Maine,Maine
2124,1,True,"Iowa Falls, Iowa","Iowa Falls, Iowa"
2125,1,True,"Hardin County, Iowa","Hardin County, Iowa"
2126,1,True,"Eldora, Iowa","Eldora, Iowa"
2127,1,True,Enoch W. Eastman,Enoch W. Eastman
2128,10,True,notInKB,notInKB
2129,1,True,"St. Helens, Oregon","St. Helens, Oregon"
2130,9,True,"Columbia County, Oregon","Columbia County, Oregon"
2131,8,False,notInC,"Columbia County, Oregon"
2132,7,True,"Tillamook County, Oregon","Tillamook County, Oregon"
2133,7,False,notInC,"Washington County, Oregon"
2134,1,True,Oregon Supreme Court,Oregon Supreme Court
2135,1,True,Conrad P. Olson,Conrad P. Olson
2136,1,True,City View Cemetery,City View Cemetery
2137,2,True,"Salem, Oregon","Salem, Oregon"
2138,1,True,Benevolent and Protective Order of Elks,Benevolent and Protective Order of Elks
2139,6,True,California,California
2140,9,True,"Napa County, California","Napa, California"
2141,1,True,"Napa County, California","Napa County, California"
2142,1,True,Nathan Coombs,Nathan Coombs
2143,1,True,George Washington University,George Washington University
2144,1,True,George Washington University Law School,George Washington University Law School
2145,5,True,"Washington, D.C.","Washington, D.C."
2146,4,True,California State Assembly,California State Assembly
2147,1,True,notInKB,notInKB
2148,5,True,Librarian,Librarian
2149,6,True,United States Attorney,United States Attorney
2150,1,True,United States District Court for the Northern District of California,United States District Court for the Northern District of California
2151,9,True,Republican Party (United States),Republican Party (United States)
2152,1,True,57th United States Congress,57th United States Congress
2153,10,True,"Lake County, California","Lake County, California"
2154,2,True,Streethouse,Streethouse
2155,10,True,City of Wakefield,Wakefield
2156,6,True,English people,English people
2157,9,True,Rugby league,Rugby league
2158,8,True,Great Britain national rugby league team,Great Britain national rugby league team
2159,9,True,West Yorkshire,Rugby League War of the Roses
2160,1,True,notInKB,notInKB
2161,10,True,Keighley Cougars,Keighley Cougars
2162,8,True,Great Britain national rugby league team,Great Britain national rugby league team
2163,7,True,Australia national rugby league team,Australia national rugby league team
2164,8,True,The Ashes,The Ashes (rugby league)
2165,4,True,Centenary Test,Test match (rugby league)
2166,1,True,Central Park (Wigan),Central Park (Wigan)
2167,8,True,Great Britain national rugby league team,Great Britain national rugby league team
2168,7,True,Australia national rugby league team,Australia national rugby league team
2169,8,True,The Ashes,The Ashes (rugby league)
2170,4,True,Centenary Test,Test match (rugby league)
2171,1,True,Odsal Stadium,Odsal Stadium
2172,1,True,Rugby League War of the Roses,Rugby League War of the Roses
2173,1,True,notInKB,notInKB
2174,5,False,notInC,British comics
2175,1,True,Story paper,Story paper
2176,2,True,Fleetway Publications,Amalgamated Press
2177,2,True,Roy of the Rovers (comic),Roy of the Rovers
2178,9,True,Ilford,Ilford
2179,1,False,notInC,The Children's Newspaper
2180,2,True,Arthur Mee,Arthur Mee
2181,1,True,Reg Eves,Reg Eves
2182,6,True,The Champion (story paper),The Champion (story paper)
2183,6,False,notInC,Knockout (UK comics)
2184,8,True,Lion (comics),Lion (comics)
2185,10,True,notInKB,notInKB
2186,2,True,Dan Dare,Dan Dare
2187,10,False,notInKB,notInKB
2188,1,True,Derek Birnage,Derek Birnage
2189,2,True,Roy of the Rovers (comic),Roy of the Rovers
2190,1,True,Joe Colquhoun,Joe Colquhoun
2191,2,True,Dan Dare,Dan Dare
2192,10,True,notInKB,notInKB
2193,1,True,Jet-Ace Logan,Jet-Ace Logan
2194,10,False,notInKB,notInKB
2195,8,True,Lion (comics),Lion (comics)
2196,10,True,Cornwall,Cornwall
2197,2,True,Vancouver Canucks,Vancouver Canucks
2198,5,True,Calder Memorial Trophy,National Hockey League
2199,1,True,Jannik Hansen,Jannik Hansen
2200,1,True,notInKB,notInKB
2201,10,True,notInKB,notInKB
2202,1,True,Hilliard Graves,Hilliard Graves
2203,10,False,notInKB,notInKB
2204,10,False,notInKB,notInKB
2205,1,True,Rich Sutter,Rich Sutter
2206,10,False,notInKB,notInKB
2207,10,False,notInKB,notInKB
2208,1,True,Steve Bozek,Steve Bozek
2209,10,False,notInKB,notInKB
2210,10,False,notInKB,notInKB
2211,1,True,Martin Gélinas,Martin Gélinas
2212,10,False,notInKB,notInKB
2213,10,False,notInKB,notInKB
2214,1,True,Jannik Hansen,Jannik Hansen
2215,7,True,Communes of Chile,Communes of Chile
2216,1,True,Llanquihue Province,Llanquihue Province
2217,1,True,Los Lagos Region,Los Lagos Region
2218,8,True,Chile,Chile
2219,5,True,Censo General de Población y Vivienda,Census
2220,4,True,National Statistics Institute (Chile),National Statistics Institute (Chile)
2221,4,True,Larger Urban Zone,Urban area
2222,2,True,Fresia,Rural area
2223,3,True,Local government,Municipal council
2224,3,True,Alcalde,Alcalde
2225,8,True,Socialist Party of Chile,Socialist Party of Chile
2226,1,True,notInKB,notInKB
2227,8,True,Chamber of Deputies of Chile,Chamber of Deputies of Chile
2228,8,True,Independent Democratic Union,Independent Democratic Union
2229,5,True,"Puyehue, Chile","Puyehue, Chile"
2230,8,True,"Río Negro, Chile","Río Negro, Chile"
2231,2,True,Purranque,Purranque
2232,1,True,Puerto Octay,Puerto Octay
2233,1,True,Frutillar,Frutillar
2234,5,True,"Llanquihue, Chile","Llanquihue, Chile"
2235,1,True,Puerto Varas,Puerto Varas
2236,1,True,Los Muermos,Los Muermos
2237,8,True,Senate of Chile,Senate of Chile
2238,9,True,National Renewal (Chile),National Renewal (Chile)
2239,1,True,Organic compound,Organic compound
2240,1,True,notInKB,notInKB
2241,1,True,notInKB,notInKB
2242,1,True,Umbelliferone,Umbelliferone
2243,1,True,Furan,Furan
2244,1,True,notInKB,notInKB
2245,4,True,notInKB,notInKB
2246,1,True,Psoralen,Psoralen
2247,1,True,Angelicin,Angelicin
2248,7,True,Insect,Insect
2249,4,True,Mammal,Mammal
2250,1,True,Phytochemical,Phytochemical
2251,1,True,Phytophotodermatitis,Phytophotodermatitis
2252,1,True,Parsnip,Parsnip
2253,1,True,Bergamottin,Bergamottin
2254,1,True,notInKB,notInKB
2255,1,True,Major scale,Major scale
2256,10,True,notInKB,notInKB
2257,2,True,notInKB,notInKB
2258,10,False,notInKB,notInKB
2259,10,False,notInKB,notInKB
2260,10,False,notInKB,notInKB
2261,10,False,notInKB,notInKB
2262,2,True,notInKB,notInKB
2263,2,True,notInKB,notInKB
2264,3,True,Johann Sebastian Bach,Johann Sebastian Bach
2265,1,True,The Well-Tempered Clavier,The Well-Tempered Clavier
2266,1,True,notInKB,notInKB
2267,1,True,Frédéric Chopin,Frédéric Chopin
2268,1,True,notInKB,notInKB
2269,6,True,Movement (music),Movement (music)
2270,10,True,Piano Concerto No. 1 (Chopin),Piano Concerto No. 1 (Chopin)
2271,10,True,notInKB,notInKB
2272,1,True,Charles-Valentin Alkan,Charles-Valentin Alkan
2273,1,False,notInC,Grande sonate 'Les quatre âges'
2274,9,True,Faust (opera),Faust
2275,1,True,notInKB,notInKB
2276,1,True,notInKB,notInKB
2277,1,True,A World Requiem,A World Requiem
2278,1,True,John Foulds,John Foulds
2279,1,True,Angers Cathedral,Angers Cathedral
2280,1,True,Affair of the Placards,Affair of the Placards
2281,1,True,Guillaume Poyet,Guillaume Poyet
2282,7,True,Angers,Angers
2283,7,True,Polish National Catholic Church,Catholic Church
2284,7,True,Saumur,Saumur
2285,3,True,Council of Trent,Council of Trent
2286,1,True,Guillaume Postel,Guillaume Postel
2287,1,True,Jean Bodin,Jean Bodin
2288,1,True,Charles IX of France,Charles IX of France
2289,1,True,Peace of Longjumeau,Peace of Longjumeau
2290,2,True,Peace of Saint-Germain-en-Laye,Peace of Saint-Germain-en-Laye
2291,10,True,notInKB,notInKB
2292,2,True,Montsoreau,Montsoreau
2293,6,True,English people,England
2294,7,True,New Zealand national cricket team,Cricket
2295,1,True,Somerset County Cricket Club,Somerset County Cricket Club
2296,3,True,Fast bowling,Fast bowling
2297,8,True,Gloucestershire,Gloucestershire County Cricket Club
2298,6,True,2010 English cricket season,2010 English cricket season
2299,2,True,London Borough of Waltham Forest,London Borough of Waltham Forest
2300,8,True,London,London
2301,2,True,notInKB,notInKB
2302,2,True,University of Leeds,University of Leeds
2303,9,True,Essex,Essex County Cricket Club
2304,6,True,Nottinghamshire County Cricket Club,Nottinghamshire County Cricket Club
2305,6,True,Worcestershire County Cricket Club,Worcestershire County Cricket Club
2306,10,True,notInKB,notInKB
2307,2,True,Stuart Barnes (cricketer),Stuart Barnes
2308,1,True,2009 Twenty20 Cup,2009 Twenty20 Cup
2309,9,True,2009 County Championship,County Championship
2310,9,True,Kent,Kent County Cricket Club
2311,1,True,notInKB,notInKB
2312,2,True,notInKB,notInKB
2313,10,True,notInKB,notInKB
2314,9,True,Bristol,Bristol
2315,7,True,Northamptonshire County Cricket Club,Northamptonshire County Cricket Club
2316,9,True,Middlesex County Cricket Club,Middlesex County Cricket Club
2317,9,True,Somerset County Cricket Club,Somerset County Cricket Club
2318,1,True,Steven Kirby,Steven Kirby
2319,8,True,Sex,Sex
2320,4,True,Gender,Gender
2321,1,True,notInKB,notInKB
2322,3,True,Masculinity,Masculinity
2323,5,True,Femininity,Femininity
2324,4,True,notInKB,notInKB
2325,1,True,notInKB,notInKB
2326,1,True,Taboo,Taboo
2327,2,True,notInKB,notInKB
2328,3,True,notInKB,notInKB
2329,10,True,notInKB,notInKB
2330,1,True,Social stigma,Social stigma
2331,4,True,notInKB,notInKB
2332,7,True,Transgender,Transgender
2333,1,True,Genderqueer,Genderqueer
2334,10,True,notInKB,notInKB
2335,10,True,notInKB,notInKB
2336,2,True,notInKB,notInKB
2337,1,True,notInKB,notInKB
2338,1,True,Riki Wilchins,Riki Wilchins
2339,7,True,Islam,Islam
2340,8,True,Catholic Church,Catholic Church
2341,1,True,notInKB,notInKB
2342,2,False,notInC,Indigenous peoples of the Americas
2343,1,True,Hijra (South Asia),Hijra (South Asia)
2344,6,True,India,India
2345,6,True,Western world,Western world
2346,1,True,Genderqueer,Genderqueer
2347,1,True,Judith Lorber,Judith Lorber
2348,2,True,notInKB,notInKB
2349,5,True,The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints
2350,10,True,notInKB,notInKB
2351,7,True,Salt Lake City,Salt Lake City
2352,8,True,Utah,Utah
2353,10,True,notInKB,notInKB
2354,10,True,notInKB,notInKB
2355,7,True,Africa,Africa
2356,10,True,notInKB,notInKB
2357,5,True,Stake (Latter Day Saints),Stake (Latter Day Saints)
2358,1,True,Darius Gray,Darius Gray
2359,5,True,notInKB,notInKB
2360,1,True,Ronald A. Rasband,Ronald A. Rasband
2361,1,True,General authority,General authority
2362,10,True,notInKB,notInKB
2363,5,True,"Washington, D.C.","Washington, D.C."
2364,2,True,"Hattiesburg, Mississippi","Hattiesburg, Mississippi"
2365,9,True,Cincinnati,Cincinnati
2366,7,True,"Columbus, Ohio","Columbus, Ohio"
2367,8,True,Los Angeles,Los Angeles
2368,7,True,"Oakland, California","Oakland, California"
2369,10,True,Houston,Houston
2370,8,True,Texas,Texas
2371,5,True,"Rochester, New York","Rochester, New York"
2372,6,True,English people,England
2373,1,True,George Alfred Wilson,George Alfred Wilson
2374,3,True,Fast bowling,Fast bowling
2375,10,False,notInKB,notInKB
2376,6,True,Worcestershire County Cricket Club,Worcestershire County Cricket Club
2377,8,True,Kidderminster,Kidderminster
2378,10,True,notInKB,notInKB
2379,10,True,notInKB,notInKB
2380,7,True,Warwickshire County Cricket Club,Warwickshire County Cricket Club
2381,6,True,Edgbaston Cricket Ground,Edgbaston Cricket Ground
2382,9,True,1924 English cricket season,1924 English cricket season
2383,5,True,notInKB,notInKB
2384,1,True,Charles Preece,Charles Preece
2385,9,True,2009 County Championship,County Championship
2386,10,True,notInKB,notInKB
2387,6,True,1925 English cricket season,1925 English cricket season
2388,8,True,Hampshire County Cricket Club,Hampshire County Cricket Club
2389,4,False,notInC,1926 English cricket season
2390,1,True,Fred Root,Fred Root
2391,8,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
2392,9,True,Somerset,Somerset County Cricket Club
2393,9,True,Weston-super-Mare Cricket Club,Weston-super-Mare
2394,9,True,Middlesex County Cricket Club,Middlesex County Cricket Club
2395,7,True,notInKB,notInKB
2396,8,True,Newcastle upon Tyne,Newcastle upon Tyne
2397,8,True,Association football,Association football
2398,1,True,Scottish Football League,Scottish Football League
2399,7,True,Rangers F.C.,Rangers F.C.
2400,2,True,notInKB,notInKB
2401,2,True,Bradford City A.F.C.,Bradford City A.F.C.
2402,1,True,Preston North End F.C.,Preston North End F.C.
2403,1,True,Oldham Athletic A.F.C.,Oldham Athletic A.F.C.
2404,9,True,Birmingham City F.C.,Birmingham City F.C.
2405,8,True,"New Brighton, Merseyside",New Brighton A.F.C.
2406,3,True,notInKB,notInKB
2407,2,True,Lesmahagow,Lesmahagow
2408,5,True,South Lanarkshire,Lanarkshire
2409,5,True,Association football,Scottish Junior Football Association
2410,7,True,Rangers F.C.,Rangers F.C.
2411,6,False,notInC,Queen's Park F.C.
2412,10,True,Kilmarnock F.C.,Kilmarnock F.C.
2413,2,True,Bradford City A.F.C.,Bradford City A.F.C.
2414,5,True,Football League First Division,Football League First Division
2415,1,True,Preston North End F.C.,Preston North End F.C.
2416,1,True,Oldham Athletic A.F.C.,Oldham Athletic A.F.C.
2417,9,True,Birmingham City F.C.,Birmingham City F.C.
2418,2,True,Hamilton Academical F.C.,Hamilton Academical F.C.
2419,8,True,"New Brighton, Merseyside",New Brighton A.F.C.
2420,1,True,Wolverhampton Wanderers F.C.,Wolverhampton Wanderers F.C.
2421,1,True,Player-coach,Player-coach
2422,7,True,Chorley F.C.,Chorley F.C.
2423,3,True,Fraserburgh F.C.,Fraserburgh F.C.
2424,7,True,Preston North End,Reserve team
2425,1,True,Sible Hedingham,Sible Hedingham
2426,9,True,Essex,Essex
2427,10,True,notInKB,notInKB
2428,7,True,New Zealand national cricket team,Cricket
2429,2,True,Seam bowling,Seam bowling
2430,1,True,Glanamman,Glanamman
2431,6,True,Carmarthenshire,Carmarthenshire
2432,1,True,1979 ICC Trophy,1979 ICC Trophy
2433,8,True,Netherlands national cricket team,Netherlands national cricket team
2434,4,True,Israel,Israel national cricket team
2435,2,True,notInKB,notInKB
2436,5,True,Buckinghamshire County Cricket Club,Buckinghamshire County Cricket Club
2437,10,True,Cornwall,Cornwall County Cricket Club
